epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202206,2022-02-10,701,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202206,2022-02-09,700,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202206,2022-02-08,699,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202206,2022-02-07,698,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202206,2022-02-06,697,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202205,2022-02-05,696,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202205,2022-02-04,695,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202205,2022-02-03,694,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202205,2022-02-02,693,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202205,2022-02-01,692,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202205,2022-01-31,691,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202205,2022-01-30,690,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202204,2022-01-29,689,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202204,2022-01-28,688,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202204,2022-01-27,687,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202204,2022-01-26,686,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202204,2022-01-25,685,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202204,2022-01-24,684,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202204,2022-01-23,683,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202203,2022-01-22,682,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202203,2022-01-21,681,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202203,2022-01-20,680,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202203,2022-01-19,679,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202203,2022-01-18,678,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202203,2022-01-17,677,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202203,2022-01-16,676,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202202,2022-01-15,675,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202202,2022-01-14,674,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202202,2022-01-13,673,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202202,2022-01-12,672,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202202,2022-01-11,671,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202202,2022-01-10,670,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202202,2022-01-09,669,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202201,2022-01-08,668,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202201,2022-01-07,667,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202201,2022-01-06,666,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202201,2022-01-05,665,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202201,2022-01-04,664,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202201,2022-01-03,663,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202201,2022-01-02,662,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202152,2022-01-01,661,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202152,2021-12-31,660,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202152,2021-12-30,659,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202152,2021-12-29,658,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202152,2021-12-28,657,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202152,2021-12-27,656,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202152,2021-12-26,655,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202151,2021-12-25,654,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202151,2021-12-24,653,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202151,2021-12-23,652,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202151,2021-12-22,651,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202151,2021-12-21,650,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202151,2021-12-20,649,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202151,2021-12-19,648,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202150,2021-12-18,647,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202150,2021-12-17,646,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202150,2021-12-16,645,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202150,2021-12-15,644,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202150,2021-12-14,643,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202150,2021-12-13,642,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202150,2021-12-12,641,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202149,2021-12-11,640,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202149,2021-12-10,639,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202149,2021-12-09,638,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202149,2021-12-08,637,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202149,2021-12-07,636,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202149,2021-12-06,635,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202149,2021-12-05,634,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202148,2021-12-04,633,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202148,2021-12-03,632,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202148,2021-12-02,631,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202148,2021-12-01,630,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202148,2021-11-30,629,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202148,2021-11-29,628,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202148,2021-11-28,627,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202147,2021-11-27,626,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202147,2021-11-26,625,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202147,2021-11-25,624,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202147,2021-11-24,623,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202147,2021-11-23,622,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202147,2021-11-22,621,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202147,2021-11-21,620,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202146,2021-11-20,619,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202146,2021-11-19,618,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202146,2021-11-18,617,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202146,2021-11-17,616,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202146,2021-11-16,615,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202146,2021-11-15,614,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202146,2021-11-14,613,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202145,2021-11-13,612,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202145,2021-11-12,611,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202145,2021-11-11,610,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202145,2021-11-10,609,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202145,2021-11-09,608,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202145,2021-11-08,607,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202145,2021-11-07,606,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202144,2021-11-06,605,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202144,2021-11-05,604,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202144,2021-11-04,603,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202144,2021-11-03,602,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202144,2021-11-02,601,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202144,2021-11-01,600,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202144,2021-10-31,599,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202143,2021-10-30,598,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202143,2021-10-29,597,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202143,2021-10-28,596,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202143,2021-10-27,595,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202143,2021-10-26,594,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202143,2021-10-25,593,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202143,2021-10-24,592,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202142,2021-10-23,591,PE,Recife,2611606,city,157567,9529.52625,0,5505,0,0.0349,1653461,False,True
202142,2021-10-22,590,PE,Recife,2611606,city,157567,9529.52625,129,5505,1,0.0349,1653461,True,False
202142,2021-10-21,589,PE,Recife,2611606,city,157438,9521.72443,342,5504,9,0.035,1653461,False,False
202142,2021-10-20,588,PE,Recife,2611606,city,157096,9501.04054,0,5495,0,0.035,1653461,False,True
202142,2021-10-19,587,PE,Recife,2611606,city,157096,9501.04054,0,5495,0,0.035,1653461,False,True
202142,2021-10-18,586,PE,Recife,2611606,city,157096,9501.04054,20,5495,1,0.035,1653461,False,False
202142,2021-10-17,585,PE,Recife,2611606,city,157076,9499.83096,46,5494,1,0.035,1653461,False,False
202141,2021-10-16,584,PE,Recife,2611606,city,157030,9497.04892,127,5493,3,0.035,1653461,False,False
202141,2021-10-15,583,PE,Recife,2611606,city,156903,9489.36806,128,5490,2,0.035,1653461,False,False
202141,2021-10-14,582,PE,Recife,2611606,city,156775,9481.62672,98,5488,4,0.035,1653461,False,False
202141,2021-10-13,581,PE,Recife,2611606,city,156677,9475.69976,89,5484,1,0.035,1653461,False,False
202141,2021-10-12,580,PE,Recife,2611606,city,156588,9470.31711,52,5483,2,0.035,1653461,False,False
202141,2021-10-11,579,PE,Recife,2611606,city,156536,9467.17219,86,5481,2,0.035,1653461,False,False
202141,2021-10-10,578,PE,Recife,2611606,city,156450,9461.97098,88,5479,0,0.035,1653461,False,False
202140,2021-10-09,577,PE,Recife,2611606,city,156362,9456.64881,138,5479,7,0.035,1653461,False,False
202140,2021-10-08,576,PE,Recife,2611606,city,156224,9448.30268,122,5472,4,0.035,1653461,False,False
202140,2021-10-07,575,PE,Recife,2611606,city,156102,9440.92422,90,5468,4,0.035,1653461,False,False
202140,2021-10-06,574,PE,Recife,2611606,city,156012,9435.48109,127,5464,8,0.035,1653461,False,False
202140,2021-10-05,573,PE,Recife,2611606,city,155885,9427.80023,67,5456,8,0.035,1653461,False,False
202140,2021-10-04,572,PE,Recife,2611606,city,155818,9423.74813,45,5448,6,0.035,1653461,False,False
202140,2021-10-03,571,PE,Recife,2611606,city,155773,9421.02656,116,5442,4,0.0349,1653461,False,False
202139,2021-10-02,570,PE,Recife,2611606,city,155657,9414.01097,105,5438,3,0.0349,1653461,False,False
202139,2021-10-01,569,PE,Recife,2611606,city,155552,9407.66066,115,5435,5,0.0349,1653461,False,False
202139,2021-09-30,568,PE,Recife,2611606,city,155437,9400.70555,185,5430,8,0.0349,1653461,False,False
202139,2021-09-29,567,PE,Recife,2611606,city,155252,9389.5169,250,5422,5,0.0349,1653461,False,False
202139,2021-09-28,566,PE,Recife,2611606,city,155002,9374.3971,87,5417,8,0.0349,1653461,False,False
202139,2021-09-27,565,PE,Recife,2611606,city,154915,9369.13541,94,5409,2,0.0349,1653461,False,False
202139,2021-09-26,564,PE,Recife,2611606,city,154821,9363.45036,90,5407,2,0.0349,1653461,False,False
202138,2021-09-25,563,PE,Recife,2611606,city,154731,9358.00723,197,5405,6,0.0349,1653461,False,False
202138,2021-09-24,562,PE,Recife,2611606,city,154534,9346.09283,543,5399,5,0.0349,1653461,False,False
202138,2021-09-23,561,PE,Recife,2611606,city,153991,9313.25263,104,5394,4,0.035,1653461,False,False
202138,2021-09-22,560,PE,Recife,2611606,city,153887,9306.96279,406,5390,2,0.035,1653461,False,False
202138,2021-09-21,559,PE,Recife,2611606,city,153481,9282.40823,107,5388,7,0.0351,1653461,False,False
202138,2021-09-20,558,PE,Recife,2611606,city,153374,9275.93696,22,5381,2,0.0351,1653461,False,False
202138,2021-09-19,557,PE,Recife,2611606,city,153352,9274.60642,57,5379,3,0.0351,1653461,False,False
202137,2021-09-18,556,PE,Recife,2611606,city,153295,9271.1591,68,5376,2,0.0351,1653461,False,False
202137,2021-09-17,555,PE,Recife,2611606,city,153227,9267.04652,140,5374,4,0.0351,1653461,False,False
202137,2021-09-16,554,PE,Recife,2611606,city,153087,9258.57943,142,5370,6,0.0351,1653461,False,False
202137,2021-09-15,553,PE,Recife,2611606,city,152945,9249.99138,-26,5364,8,0.0351,1653461,False,False
202137,2021-09-14,552,PE,Recife,2611606,city,152971,9251.56384,141,5356,2,0.035,1653461,False,False
202137,2021-09-13,551,PE,Recife,2611606,city,152830,9243.03627,41,5354,6,0.035,1653461,False,False
202137,2021-09-12,550,PE,Recife,2611606,city,152789,9240.55663,203,5348,5,0.035,1653461,False,False
202136,2021-09-11,549,PE,Recife,2611606,city,152586,9228.27935,30,5343,8,0.035,1653461,False,False
202136,2021-09-10,548,PE,Recife,2611606,city,152556,9226.46497,540,5335,2,0.035,1653461,False,False
202136,2021-09-09,547,PE,Recife,2611606,city,152016,9193.8062,37,5333,4,0.0351,1653461,False,False
202136,2021-09-08,546,PE,Recife,2611606,city,151979,9191.56847,231,5329,6,0.0351,1653461,False,False
202136,2021-09-07,545,PE,Recife,2611606,city,151748,9177.59778,159,5323,5,0.0351,1653461,False,False
202136,2021-09-06,544,PE,Recife,2611606,city,151589,9167.98159,86,5318,4,0.0351,1653461,False,False
202136,2021-09-05,543,PE,Recife,2611606,city,151503,9162.78037,176,5314,9,0.0351,1653461,False,False
202135,2021-09-04,542,PE,Recife,2611606,city,151327,9152.13603,92,5305,3,0.0351,1653461,False,False
202135,2021-09-03,541,PE,Recife,2611606,city,151235,9146.57195,208,5302,12,0.0351,1653461,False,False
202135,2021-09-02,540,PE,Recife,2611606,city,151027,9133.99227,192,5290,5,0.035,1653461,False,False
202135,2021-09-01,539,PE,Recife,2611606,city,150835,9122.38027,427,5285,16,0.035,1653461,False,False
202135,2021-08-31,538,PE,Recife,2611606,city,150408,9096.55565,222,5269,3,0.035,1653461,False,False
202135,2021-08-30,537,PE,Recife,2611606,city,150186,9083.12927,317,5266,2,0.0351,1653461,False,False
202135,2021-08-29,536,PE,Recife,2611606,city,149869,9063.95736,120,5264,-2,0.0351,1653461,False,False
202134,2021-08-28,535,PE,Recife,2611606,city,149749,9056.69986,57,5266,8,0.0352,1653461,False,False
202134,2021-08-27,534,PE,Recife,2611606,city,149692,9053.25254,137,5258,3,0.0351,1653461,False,False
202134,2021-08-26,533,PE,Recife,2611606,city,149555,9044.96689,90,5255,3,0.0351,1653461,False,False
202134,2021-08-25,532,PE,Recife,2611606,city,149465,9039.52376,201,5252,12,0.0351,1653461,False,False
202134,2021-08-24,531,PE,Recife,2611606,city,149264,9027.36744,147,5240,0,0.0351,1653461,False,False
202134,2021-08-23,530,PE,Recife,2611606,city,149117,9018.477,75,5240,2,0.0351,1653461,False,False
202134,2021-08-22,529,PE,Recife,2611606,city,149042,9013.94106,65,5238,5,0.0351,1653461,False,False
202133,2021-08-21,528,PE,Recife,2611606,city,148977,9010.00991,83,5233,6,0.0351,1653461,False,False
202133,2021-08-20,527,PE,Recife,2611606,city,148894,9004.99014,133,5227,7,0.0351,1653461,False,False
202133,2021-08-19,526,PE,Recife,2611606,city,148761,8996.94641,132,5220,7,0.0351,1653461,False,False
202133,2021-08-18,525,PE,Recife,2611606,city,148629,8988.96315,246,5213,12,0.0351,1653461,False,False
202133,2021-08-17,524,PE,Recife,2611606,city,148383,8974.08527,161,5201,9,0.0351,1653461,False,False
202133,2021-08-16,523,PE,Recife,2611606,city,148222,8964.34812,55,5192,5,0.035,1653461,False,False
202133,2021-08-15,522,PE,Recife,2611606,city,148167,8961.02176,84,5187,2,0.035,1653461,False,False
202132,2021-08-14,521,PE,Recife,2611606,city,148083,8955.94151,218,5185,1,0.035,1653461,False,False
202132,2021-08-13,520,PE,Recife,2611606,city,147865,8942.75704,119,5184,4,0.0351,1653461,False,False
202132,2021-08-12,519,PE,Recife,2611606,city,147746,8935.56002,96,5180,2,0.0351,1653461,False,False
202132,2021-08-11,518,PE,Recife,2611606,city,147650,8929.75401,125,5178,13,0.0351,1653461,False,False
202132,2021-08-10,517,PE,Recife,2611606,city,147525,8922.19411,153,5165,25,0.035,1653461,False,False
202132,2021-08-09,516,PE,Recife,2611606,city,147372,8912.9408,74,5140,4,0.0349,1653461,False,False
202132,2021-08-08,515,PE,Recife,2611606,city,147298,8908.46533,97,5136,-3,0.0349,1653461,False,False
202131,2021-08-07,514,PE,Recife,2611606,city,147201,8902.59885,173,5139,23,0.0349,1653461,False,False
202131,2021-08-06,513,PE,Recife,2611606,city,147028,8892.13595,145,5116,4,0.0348,1653461,False,False
202131,2021-08-05,512,PE,Recife,2611606,city,146883,8883.36647,155,5112,17,0.0348,1653461,False,False
202131,2021-08-04,511,PE,Recife,2611606,city,146728,8873.99219,179,5095,29,0.0347,1653461,False,False
202131,2021-08-03,510,PE,Recife,2611606,city,146549,8863.16641,291,5066,24,0.0346,1653461,False,False
202131,2021-08-02,509,PE,Recife,2611606,city,146258,8845.56697,369,5042,0,0.0345,1653461,False,False
202131,2021-08-01,508,PE,Recife,2611606,city,145889,8823.25014,432,5042,2,0.0346,1653461,False,False
202130,2021-07-31,507,PE,Recife,2611606,city,145457,8797.12313,417,5040,5,0.0346,1653461,False,False
202130,2021-07-30,506,PE,Recife,2611606,city,145040,8771.9033,320,5035,16,0.0347,1653461,False,False
202130,2021-07-29,505,PE,Recife,2611606,city,144720,8752.54995,0,5019,0,0.0347,1653461,False,True
202130,2021-07-28,504,PE,Recife,2611606,city,144720,8752.54995,237,5019,16,0.0347,1653461,False,False
202130,2021-07-27,503,PE,Recife,2611606,city,144483,8738.21638,187,5003,9,0.0346,1653461,False,False
202130,2021-07-26,502,PE,Recife,2611606,city,144296,8726.90677,146,4994,1,0.0346,1653461,False,False
202130,2021-07-25,501,PE,Recife,2611606,city,144150,8718.07681,479,4993,5,0.0346,1653461,False,False
202129,2021-07-24,500,PE,Recife,2611606,city,143671,8689.10727,131,4988,25,0.0347,1653461,False,False
202129,2021-07-23,499,PE,Recife,2611606,city,143540,8681.1845,377,4963,19,0.0346,1653461,False,False
202129,2021-07-22,498,PE,Recife,2611606,city,143163,8658.38384,415,4944,25,0.0345,1653461,False,False
202129,2021-07-21,497,PE,Recife,2611606,city,142748,8633.28497,432,4919,35,0.0345,1653461,False,False
202129,2021-07-20,496,PE,Recife,2611606,city,142316,8607.15796,84,4884,19,0.0343,1653461,False,False
202129,2021-07-19,495,PE,Recife,2611606,city,142232,8602.0777,130,4865,3,0.0342,1653461,False,False
202129,2021-07-18,494,PE,Recife,2611606,city,142102,8594.21541,150,4862,7,0.0342,1653461,False,False
202128,2021-07-17,493,PE,Recife,2611606,city,141952,8585.14353,132,4855,2,0.0342,1653461,False,False
202128,2021-07-16,492,PE,Recife,2611606,city,141820,8577.16027,261,4853,28,0.0342,1653461,False,False
